"A","Name on ballot","Candidate

Sequence","H1","   Type
      Nominat-
            ion","Electoral
district","H2","Sex","Candidate's full name","Voter number","SourceFile"
"267 ","Nineveh for its people","22 ","","Party","Nineveh","","Male","Atta Allah Ahmed Matloub Suleiman Al-Subaiji","7106 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","15 ","","Alliance","Dhi Qar","","   female
 ","Attack of the stubbornness of Jaber Othman Al-
Badri","5435 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","22 ","","Alliance","Dhi Qar","","Male","Attia Abdel Rahim Hassan Al-Nasiri plows","5059 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","7 ","","Alliance","Baghdad","","Male","Atwan Sayed Hassan Thamer Al-
Atwani","3862 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","4 ","","Party","The two","","   female
 ","Authentic inside Hasir N        Aboud Al Majt-
oumi","1356 ","ElectionCandidates_Original.csv"
"222 ","Patriotic Union of Kurdistan","15 ","","Party","Kirkuk","","Male","Avesta Mohamed Ezz El-Din Hassan","6163 ","ElectionCandidates_Original.csv"
"275 ","Kurdistan Democratic Pa-
rner","2 ","","Party","Erbil","","   female
 ","Avista Mam Yahrith Osman Omarjaf","59 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","6 ","","Alliance","The egg","","   female
 ","Awaatef Namah Nahi Sakhirdrisat","818 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","38 ","","Alliance","Nineveh","","Male","Awad Mohammed Awad Jazza","6979 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","13 ","","Alliance","Dhi Qar","","Male","Awad Swadikarmesh Honey Honey","5126 ","ElectionCandidates_Original.csv"
"228 ","Sarar Aktna Alliance, Salah El-
Din Technical University","8 ","","Alliance","Saladin","","   female
 ","Awan Kazem Aziz Hamid
Al-Khashmani","5622 ","ElectionCandidates_Original.csv"
"222 ","Patriotic Union of Kurdistan","2 ","","Party","Sulaymaniyah","","Male","Awat Mohammad Ghafoor Maroof","940 ","ElectionCandidates_Original.csv"
"269 ","National res-
olution","23 ","","Alliance","Saladin","","Male","Aws Ahmed Abdul Razzaq Haseer N Al-Jabouri","5804 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","34 ","","Alliance","The egg","","Male","Aws Jaberdaoud Salman Al-Zawwar","596 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","49 ","","Alliance","Nineveh","","Male","Aws Salem Mohammed Abdu-
llah Al-Jaheesir Y","6556 ","ElectionCandidates_Original.csv"
"241 ","Azm Iraq Alliance","54 ","","Alliance","Nineveh","","Male","Aws Yousef Mohammed Jassim Halawaji","6933 ","ElectionCandidates_Original.csv"
"246 ","National Expansion Party","2 ","","Party","Baghdad","","female
 ","Aya Nashwan Ghanem Yaqoub Al-Askar","3514 ","ElectionCandidates_Original.csv"
"241 ","Azm Iraq Alliance","23 ","","Alliance","Anbar","","Male","Ayad Abdel Aziz Mahmoud Abdel Karim Al-Rawi","206 ","ElectionCandidates_Original.csv"
"217 ","United Iraqi Turkmen Front","21 ","","Alliance","Kirkuk","","Male","Ayad Abdul Karim Rafiq Majid Coleman","6144 ","ElectionCandidates_Original.csv"
"241 ","Azm Iraq Alliance","5 ","","Alliance","Baghdad","","Male","Ayad Abdul-Jabbar Karim Musleh","3198 ","ElectionCandidates_Original.csv"
"241 ","Azm Iraq Alliance","9 ","","Alliance","Diyala","","Male","Ayad Ali Ahmed Rashid Al-Karwi","4832 ","ElectionCandidates_Original.csv"
"203 ","Stable","19 ","","Party","Diyala","","Male","Ayad Amer Ali Ahmed Al-Abidi","4673 ","ElectionCandidates_Original.csv"
"210 ","Perception move-
ment","3 ","","Party","Babylon","","Male","Ayad Hamid Rashid Subkha Al-Janani","1859 ","ElectionCandidates_Original.csv"
"271 ","Services Alliance","9 ","","Alliance","Babylon","","Male","Ayad Hassan Mahdi Kouh Al-Zaghithi","2244 ","ElectionCandidates_Original.csv"
"236 ","Al-Omran Party","13 ","","Party","Kirkuk","","Male","Ayad Ibrahim Mujbil Saleh Al-Shahri","6207 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","13 ","","Party","Dhi Qar","","Male","Ayad Kadhim Mashtat Atiya Al Mashtat","5088 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","133 ","","Alliance","Baghdad","","Male","Ayad Kamel Awadktaaf       Dunya","3158 ","ElectionCandidates_Original.csv"
"271 ","Services Alliance","6 ","","Alliance","Najaf","","Male","Ayad Kazem Jafat Hatit Al-
Zarfani","1773 ","ElectionCandidates_Original.csv"
"271 ","Services Alliance","49 ","","Alliance","Baghdad","","Male","Ayad Kazim Abdulkadhim Al-Zubaidi","4447 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","35 ","","Alliance","Baghdad","","Male","Ayad Kazim Eidhan Abdul-
Bulani","3890 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","86 ","","Alliance","Baghdad","","Male","Ayad Khadirji Abd","2837 ","ElectionCandidates_Original.csv"
"240 ","National masses","6 ","","Party","Nineveh","","Male","Ayad Khalaf Abdullah Ahmed Al-Jubouri","6824 ","ElectionCandidates_Original.csv"
"266 ","Alliance of Excelle-
nce","29 ","","Alliance","Anbar","","Male","Ayad Khalaf Murshid Abdul Faraji","302 ","ElectionCandidates_Original.csv"
"242 ","Leadership","28 ","","Alliance","Anbar","","Male","Ayad KhalafKharbit Salthi Al-Marawi","237 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","32 ","","Alliance","Baghdad","","Male","Ayad Mahmoud Hajim Sultan Al-Tamimi","4011 ","ElectionCandidates_Original.csv"
"269 ","National res-
olution","13 ","","Alliance","Nineveh","","Male","Ayad Mohammed Hassan Mohammed Al-Wardi","7159 ","ElectionCandidates_Original.csv"
"289 ","State Support Bloc","1 ","","Party","Dhi Qar","","Male","Ayad Mohsen Abbas Taher Taher","5520 ","ElectionCandidates_Original.csv"
"228 ","Sarar Aktna Alliance, Salah El-
Din Technical University","6 ","","Alliance","Saladin","","Male","Ayad Mukhlef, narrator of TarfAl-Jabouri","5620 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","29 ","","Alliance","Anbar","","Male","Ayad MukhlefAyed Tais Al-Julaibawi","167 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","17 ","","Alliance","Anbar","","Male","Ayad Nazim Jassim Hammadi Al-
Alwani","155 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","10 ","","Alliance","Baghdad","","Male","Ayad Nouri Jassim Poisons Al-Bouali","3990 ","ElectionCandidates_Original.csv"
"264 ","National Pioneers
Movement","18 ","","Party","Baghdad","","Male","Ayad Saleh Sabah Mohammed","4123 ","ElectionCandidates_Original.csv"
"236 ","Al-Omran Party","15 ","","Party","Diyala","","Male","Ayad Suleiman Hamid Jassim Al-Shammari","4813 ","ElectionCandidates_Original.csv"
"245 ","Canon's secr-
ets","12 ","","Party","Babylon","","Male","Ayad Suwad Obaidi Hasirn Al-Khashkhasir
Y","2135 ","ElectionCandidates_Original.csv"
"271 ","Services Alliance","10 ","","Alliance","Baghdad","","Male","Ayad Tariq Aziz Breism","4409 ","ElectionCandidates_Original.csv"
"248 ","Al-Da'i Party","4 ","","Party","Diyala","","   female
 ","Ayat Abbas Fadel Hassan Al-Janani","4875 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","89 ","","Alliance","Baghdad","","   female
 ","Ayat Adham Haseer N Mahmoud Al-Sourmir
Y","2532 ","ElectionCandidates_Original.csv"
"283 ","Summits Alliance","29 ","","Alliance","Anbar","","   female
 ","Ayat Ali Hasir N Hamad Al-Mashhadani","361 ","ElectionCandidates_Original.csv"
"239 ","Sumerian movement","32 ","","Party","Dhi Qar","","female
 ","Ayat Ali Kamel, singer of Al-
Sahlani","5294 ","ElectionCandidates_Original.csv"
"249 ","Diyala First Allia-
nce","12 ","","Alliance","Diyala","","   female
 ","Ayat Ibrahim, welcome to the Assad house","4888 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","12 ","","Party","Baghdad","","female
 ","Ayat Karim Hamid Arhim Al-Maliki","2281 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","17 ","","Alliance","Baghdad","","   female
 ","Ayat Muzaffarnouri Fatji Al-Baroudi","3043 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","8 ","","Party","The egg","","female
 ","Ayats Abdulzahra Mansour Yousef Al-Aqili","720 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","20 ","","Party","Al-Qadisiyah","","Male","Ayed Aliwi Madloul Lafta Al Madloul","1089 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","13 ","","Alliance","Karbala","","Male","Ayed Hashem Joda Mohammed Al-Mohammed","5952 ","ElectionCandidates_Original.csv"
"269 ","National res-
olution","13 ","","Alliance","Anbar","","Male","Ayed Sarhan Harat Mohammed Al-Hitawi","315 ","ElectionCandidates_Original.csv"
"240 ","National masses","22 ","","Party","Saladin","","Male","Ayman Ali Mohammed Fahd Al-Jabouri","5660 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","14 ","","Party","Baghdad","","Male","Ayman Hassan Mohammed Jawad Al-
Quraisy","3630 ","ElectionCandidates_Original.csv"
"269 ","National res-
olution","39 ","","Alliance","Baghdad","","Male","Ayman Haytham Qaddouri Jassim Al-Jumaili","4231 ","ElectionCandidates_Original.csv"
"241 ","Azm Iraq Alliance","15 ","","Alliance","Nineveh","","Male","Ayman Jassim Mohammad Kas-
sami","6895 ","ElectionCandidates_Original.csv"
"239 ","Sumerian movement","29 ","","Party","Babylon","","Male","Ayman Kamil Hashim Kazim Al-Anawi","2087 ","ElectionCandidates_Original.csv"
"269 ","National res-
olution","11 ","","Alliance","Saladin","","Male","Ayman Khaled Abdel Harni Al-Janani","5792 ","ElectionCandidates_Original.csv"
"283 ","Summits Alliance","30 ","","Alliance","Anbar","","Male","Ayman Salah Hamoud Mohammed
Al-Jghaifen Y","362 ","ElectionCandidates_Original.csv"
"222 ","Patriotic Union of Kurdistan","26 ","","Party","Erbil","","Male","Ayub Anwar Hamad Qader","30 ","ElectionCandidates_Original.csv"
"275 ","Kurdistan Democratic Pa-
rner","4 ","","Party","Erbil","","Male","Ayub Sabir Hassan Mohammad Lali","61 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","42 ","","Alliance","The egg","","Male","Ayub Salman Shihab Ahmed Al-Jubaili","853 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","2 ","","Party","Diyala","","Male","Ayub Youssef Ismail Jawad Al-Rubaie","4628 ","ElectionCandidates_Original.csv"
"290 ","Nineveh First All-
iance","6 ","","Alliance","Nineveh","","Male","Azad Faraj Farhan Al-Shabaki Team","7466 ","ElectionCandidates_Original.csv"
"261 ","شعبنا جبهة / Front of our people","5 ","","Party","Sulaymaniyah","","Male","Azad Hamad Barim Abu Bakr","997 ","ElectionCandidates_Original.csv"
"222 ","Patriotic Union of Kurdistan","3 ","","Party","Diyala","","Male","Azad Issa Abdul Rahman Rahim Al-Dalwi","4745 ","ElectionCandidates_Original.csv"
"261 ","شعبنا جبهة / Front of our people","2 ","","Party","Kirkuk","","Male","Azad Tahir Muhammad Ali Shawan","6262 ","ElectionCandidates_Original.csv"
"269 ","National res-
olution","25 ","","Alliance","Nineveh","","Male","Azawi Mustafa Hadi Abdullah Al-
Jumaili","7171 ","ElectionCandidates_Original.csv"
"236 ","Al-Omran Party","13 ","","Party","Diyala","","   female
 ","Azhar Abdullah Fadel Khreisan Al-Majmai","4811 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","35 ","","Alliance","Nineveh","","   female
 ","Azhar Abdulrahman Ali Ahmed","6976 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","24 ","","Alliance","Babylon","","   female
 ","Azhar Ali Abdul-Amir Kadhim Al-
Tani","2228 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","12 ","","Alliance","Al-Qadisiyah","","   female
 ","Azhar Farhan Mazloum Asal Al-Ji","1297 ","ElectionCandidates_Original.csv"
"283 ","Summits Alliance","22 ","","Alliance","Anbar","","   female
 ","Azhar Hamid Ali Hasiran Al-
Sidran","354 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","28 ","","Alliance","The egg","","   female
 ","Azhar Hamid Mohsen Faraj Al-Batat","840 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","12 ","","Alliance","Najaf","","   female
 ","Azhar Imran Muhammad Saeed Imran Al-Turaiji","1732 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","132 ","","Alliance","Baghdad","","   female
 ","Azhar Kazem Jawad Haseer N Kh-
afaf","3977 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","32 ","","Party","Nineveh","","   female
 ","Azhar Muhammad Ibrahim Ahmad Al-
Kasoumi","6661 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","16 ","","Alliance","Wasit","","female
 ","Azhar Qasim Khadir Falih Al-Obaidi","7627 ","ElectionCandidates_Original.csv"
"218 ","Badr Organization","4 ","","Party","Wasit","","   female
 ","Azhar Shiyal Farhan Lafta Al-Essa","7571 ","ElectionCandidates_Original.csv"
"213 ","Al-Fawzakho gathering","15 ","","Party","Baghdad","","Male","Aziz Kazim Bahrajbal Al-Khazali","2624 ","ElectionCandidates_Original.csv"
"224 ","Good news, Iraq","17 ","","Alliance","Dhi Qar","","Male","Aziz Latif Nahi Waliy Aljahlawi","5130 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","53 ","","Alliance","Baghdad","","Male","Aziz Mohsen Awda Khamat Al-Hamidawi","3079 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","32 ","","Party","Babylon","","   female
 ","Aziza Hamza Abdul Razzaq Shakheer Al-Janani","1820 ","ElectionCandidates_Original.csv"
"271 ","Services Alliance","18 ","","Alliance","Najaf","","Male","AzizHanunSami  عوده الابراهیمیي","1784 ","ElectionCandidates_Original.csv"
"212 ","The National Tribal Current in Iraq","26 ","","Party","The egg","","Male","Azizmolı Treatment of Sand Al-
Maliki","488 ","ElectionCandidates_Original.csv"
"241 ","Azm Iraq Alliance","57 ","","Alliance","Nineveh","","Male","Azzam Hamoud Munis Mufleh Al-Mufleh","6935 ","ElectionCandidates_Original.csv"
"211 ","National identity","58 ","","Party","Nineveh","","Male","Azzam Khaled Marai Hassan Al-
Ali","6624 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","18 ","","Party","Wasit","","   female
 ","Badaa Karim Jaaz Salman Al-Atani","7541 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","42 ","","Alliance","Nineveh","","Male","Badawi Omar Khadnaliyyas Hamko","6549 ","ElectionCandidates_Original.csv"
"257 ","State of Law Coalition","16 ","","Alliance","Dhi Qar","","Male","Badi' Lebanon Abdul Razzaq Abdul Hadi Al-Khayoun","5436 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","8 ","","Alliance","Dhi Qar","","female
 ","Badia Muhammad Rasn Ya Ha-
bib Al-Kadhim","5194 ","ElectionCandidates_Original.csv"
"269 ","National res-
olution","67 ","","Alliance","Baghdad","","   female
 ","Badia Sabah Majeed Khadir Al-Bayanari","4258 ","ElectionCandidates_Original.csv"
"255 ","Progress Party","27 ","","Party","Diyala","","   female
 ","Badia Tariq Hamoudi Sheikh Dawood Al-
Mashhadani","4950 ","ElectionCandidates_Original.csv"
"255 ","Progress Party","57 ","","Party","Nineveh","","   female
 ","Badour Nabil Daoud Jumaa Al-Malahamo","7057 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","18 ","","Alliance","The egg","","   female
 ","Badour Saad Qasim Mohammed Al-Abdullah","878 ","ElectionCandidates_Original.csv"
"259 ","National Depth Allia-
nce","136 ","","Alliance","Baghdad","","Male","Badr Alaa Jassim Mohammed Abu Saiba","4108 ","ElectionCandidates_Original.csv"
"240 ","National masses","11 ","","Party","Saladin","","Male","Badr Mahmoud Fahal Khalil Al-Jabouri","5649 ","ElectionCandidates_Original.csv"
"237 ","Al-Hadbaa National
Alliance","31 ","","Alliance","Nineveh","","Male","Badran Ahmed Abdelkhaleq Mustafa Al-Obaidi","6794 ","ElectionCandidates_Original.csv"
"286 ","Civilians","33 ","","Party","Nineveh","","Male","Badran Mahmoud KhalafMusa Al-Jabouri","7424 ","ElectionCandidates_Original.csv"
"269 ","National res-
olution","7 ","","Alliance","Saladin","","Male","Badri Daham Abbas Hassan Al-Samarani","5788 ","ElectionCandidates_Original.csv"
"288 ","New generation","3 ","","Party","Dohuk","","   female
 ","Badria Ibrahim Rashid Ahmed","4620 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","5 ","","Party","Babylon","","Male","Baha Ahmed Razin Saleh
Al-Shar Yafan","1795 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","2 ","","Alliance","Maysan","","Male","Baha' al-Din Nour Muhammad Hasir
N       al-Nouri","6357 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","131 ","","Party","Baghdad","","Male","Baha' al-Din Salah Sabbar Farhan al-Sa'idi","2398 ","ElectionCandidates_Original.csv"
"246 ","National Expansion Party","6 ","","Party","Baghdad","","Male","Baha Hamid Jawad Hassan Al-Zubaidi","3518 ","ElectionCandidates_Original.csv"
"207 ","Reconstruction and Development Coali-
tion","10 ","","Alliance","Baghdad","","Male","Baha Hasir N        Ali Kamal Al-Araji","2454 ","ElectionCandidates_Original.csv"
"231 ","National State Forces Alliance","47 ","","Alliance","Baghdad","","Male","Baha Hasir Nouri Hasir Al-Saedi","3073 ","ElectionCandidates_Original.csv"
"244 ","Al-Arafri Foun-
dation Coalition","93 ","","Alliance","Baghdad","","Male","Baha Mahmoud Ahmed Mahmoud Al-Zaidi","3421 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","54 ","","Party","Baghdad","","Male","Baha Mazal Alak Farhood Al-Khazaali","3669 ","ElectionCandidates_Original.csv"
"251 ","Rights Movement","101 ","","Party","Baghdad","","Male","Bahaa Ghafal Solagh Jabareh Al-Furtoosi","3709 ","ElectionCandidates_Original.csv"
"202 ","Sadiqun Movement","6 ","","Party","Wasit","","Male","Bahaa Hasir Rashid KhalafAl-Shajir Y","7529 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
                      gislation","9 ","","Alliance","Saladin","","Male","Bahaa Khalis Hello Mahmoud, I apologize","5599 ","ElectionCandidates_Original.csv"
"212 ","The National Tribal Current in Iraq","15 ","","Party","The egg","","Male","Bahjat Hamza Abbas Abdullah Al-Zubaidi","477 ","ElectionCandidates_Original.csv"
"213 ","Al-Fawzakho gathering","2 ","","Party","Babylon","","Male","Bahjat Muhammad Shahid Abbud Janani","1890 ","ElectionCandidates_Original.csv"
"275 ","Kurdistan Democratic Pa-
rner","12 ","","Party","Sulaymaniyah","","Male","Bahman Ahmad Mohammad Abbas Agha","1020 ","ElectionCandidates_Original.csv"
"204 ","Iraqi Alliance, Kirkuk","8 ","","Alliance","Kirkuk","","   female
 ","Baida Hamoud Darwish Abdullah Al-Jubouri","6092 ","ElectionCandidates_Original.csv"
"221 ","National Sovereignty Alliance - Le-
gislation","101 ","","Alliance","Baghdad","","Male","Bakarnaji Fayyad Bilal Janani","2852 ","ElectionCandidates_Original.csv"
"222 ","Patriotic Union of Kurdistan","25 ","","Party","Erbil","","   female
 ","Bakhshan Kamal Saleh Hadn","29 ","ElectionCandidates_Original.csv"
"275 ","Kurdistan Democratic Pa-
rner","11 ","","Party","Sulaymaniyah","","Male","Bakhtiar Hijran Muhammad Majeed Al-Dawudi","1019 ","ElectionCandidates_Original.csv"
"222 ","Patriotic Union of Kurdistan","27 ","","Party","Sulaymaniyah","","Male","Bakhtiar Jamil Muhammad Rashid Abdul Mohammad","965 ","ElectionCandidates_Original.csv"
